Start Time,End Time,Text
00:22:44.571,00:22:45.404,"- Woo!"
00:22:46.657,00:22:49.233,"Like this is kind of the best day ever."
00:22:50.805,00:22:53.220,"(subdued music)"
00:22:53.220,00:22:55.230,"- [Derek] There really is something remarkable"
00:22:55.230,00:22:56.970,"about Japanese swords."
00:22:56.970,00:22:59.700,"The amount of care, attention, and expertise"
00:22:59.700,00:23:01.500,"that each step requires,"
00:23:01.500,00:23:03.930,"from the gathering and refining of the iron sand"
00:23:03.930,00:23:04.763,"to the smelting,"
00:23:04.763,00:23:07.380,"to the forging and sharpening a sword,"
00:23:07.380,00:23:10.680,"each step takes so much time and skill."
00:23:10.680,00:23:13.260,"It's incredible that all these things were discovered"
00:23:13.260,00:23:17.610,"by trial and error to produce artifacts of such high quality"
00:23:17.610,00:23:20.603,"that they are still prized centuries later."
00:23:20.603,00:23:22.925,"(steelworkers speaking Japanese)"
00:23:22.925,00:23:25.680,"(steelworkers clap)"
00:23:25.680,00:23:27.120,"- [Derek] Before I made this video,"
00:23:27.120,00:23:28.530,"I didn't really appreciate"
00:23:28.530,00:23:31.140,"that swords can be art."
00:23:31.140,00:23:33.480,"To me, it's a good reminder that whatever you do,"
00:23:33.480,00:23:36.480,"you should do it with deep care, attention to detail,"
00:23:36.480,00:23:38.127,"and love for the craft."
00:23:38.127,00:23:40.980,"(both speaking Japanese)"
00:23:40.980,00:23:42.630,"- Do that enough times"
00:23:42.630,00:23:45.333,"and you might just make something beautiful."
00:23:46.731,00:23:50.670,"(audio chimes and warbles)"
00:23:50.670,00:23:51.810,"Hey, this part of the video"
00:23:51.810,00:23:54.450,"was brought to you by Henson Shaving."
00:23:54.450,00:23:57.000,"You know, making high quality things is hard,"
00:23:57.000,00:23:58.260,"and as far as I'm concerned,"
00:23:58.260,00:24:01.740,"Henson make the highest-quality razors in the world,"
00:24:01.740,00:24:04.470,"the katanas of the shaving world, if you will."
00:24:04.470,00:24:07.170,"I've been using their AL-13 razor for the last year,"
00:24:07.170,00:24:10.590,"and it's the best razor I've used by a long margin."
00:24:10.590,00:24:11.700,"One of the reasons for that"
00:24:11.700,00:24:14.940,"is Henson really understands the physics of shaving,"
00:24:14.940,00:24:18.030,"because as aerospace machinists for 20 years,"
00:24:18.030,00:24:20.430,"they understand how to cut things effectively."
00:24:20.430,00:24:22.320,"They get precision."
00:24:22.320,00:24:25.170,"Human hair is much harder than the skin it's growing out of,"
00:24:25.170,00:24:27.390,"and as a result, typical razors drag"
00:24:27.390,00:24:29.460,"and pull on the hair while cutting."
00:24:29.460,00:24:31.980,"What a multi-blade razor does is it assumes"
00:24:31.980,00:24:33.810,"that the first cut will be ineffective,"
00:24:33.810,00:24:36.450,"and so they build in extra blades to cut the hair"
00:24:36.450,00:24:38.670,"before it can snap back into position."
00:24:38.670,00:24:40.530,"And that does result in a good cut,"
00:24:40.530,00:24:42.750,"but it also increases friction"
00:24:42.750,00:24:45.540,"leading to razor burn and skin irritation."
00:24:45.540,00:24:47.490,"Henson carefully studied that problem"
00:24:47.490,00:24:50.040,"and realized that you didn't need to add extra blades,"
00:24:50.040,00:24:53.430,"you just needed to properly support a single blade."
00:24:53.430,00:24:55.290,"Virtually every razor on allows"
00:24:55.290,00:24:59.010,"for too much play in the blade, but Henson doesn't."
00:24:59.010,00:25:00.660,"The result is an effective cut"
00:25:00.660,00:25:03.300,"without the additional friction on your skin."
00:25:03.300,00:25:05.850,"Seriously, a Henson is truly a great razor."
00:25:05.850,00:25:07.530,"It'll last you a lifetime."
00:25:07.530,00:25:09.720,"You will get a better shave with less irritation,"
00:25:09.720,00:25:12.030,"and you'll also save money in the long run."
00:25:12.030,00:25:15.120,"So head over to hensonshaving.com/veritasium"
00:25:15.120,00:25:16.890,"or scan the QR code here"
00:25:16.890,00:25:19.770,"and enter code ""veritasium"" for a hundred free blades"
00:25:19.770,00:25:21.660,"with a purchase of any razor."
00:25:21.660,00:25:24.240,"I wanna thank Henson Shaving for supporting Veritasium,"
00:25:24.240,00:25:26.133,"and I wanna thank you for watching."
