Start Time,End Time,Text
00:21:20.040,00:21:22.713,"is almost always the largest known prime."
00:21:24.870,00:21:27.060,"Computers have been incredibly successful"
00:21:27.060,00:21:28.680,"at finding new Mersenne primes"
00:21:28.680,00:21:31.290,"and their corresponding perfect numbers,"
00:21:31.290,00:21:35.190,"but we've still only found 51 so far."
00:21:35.190,00:21:36.960,"So you might suspect that there are"
00:21:36.960,00:21:38.910,"only a finite number of them,"
00:21:38.910,00:21:41.430,"which would mean that Nicomachus's fifth conjecture"
00:21:41.430,00:21:42.360,"would be false,"
00:21:42.360,00:21:45.393,"that there aren't infinitely many perfect numbers,"
00:21:46.230,00:21:48.510,"but that might not be the case."
00:21:48.510,00:21:51.600,"The Lenstra and Pomerance Wagstaff conjecture predicts"
00:21:51.600,00:21:53.790,"how many Mersenne primes should appear"
00:21:53.790,00:21:55.980,"based on how large P is."
00:21:55.980,00:21:58.650,"Now this is the actual data"
00:21:58.650,00:22:01.140,"the conjecture performs remarkably well."
00:22:01.140,00:22:02.970,"But more importantly, it predicts"
00:22:02.970,00:22:05.460,"that there are infinitely many Mersenne primes"
00:22:05.460,00:22:08.610,"and so infinitely many even perfect numbers."
00:22:08.610,00:22:11.520,"The Mersenne primes are just so large and rare"
00:22:11.520,00:22:14.883,"that they take a lot of time and computer resources to find."
00:22:17.010,00:22:19.140,"But a conjecture is not a proof."
00:22:19.140,00:22:21.960,"And up until this day, this problem shares"
00:22:21.960,00:22:24.270,"the title of oldest unsolved problem in math"
00:22:24.270,00:22:26.040,"with the other open problem."
00:22:26.040,00:22:28.803,"Do any odd perfect numbers exist?"
00:22:30.570,00:22:32.640,"The easiest way to solve this problem"
00:22:32.640,00:22:34.440,"is by finding an example."
00:22:34.440,00:22:37.470,"So maybe we could just check different odd numbers"
00:22:37.470,00:22:40.560,"and see if one of them is perfect."
00:22:40.560,00:22:43.770,"That's exactly what researchers tried in 1991."
00:22:43.770,00:22:46.560,"By using a smart algorithm called a factor chain,"
00:22:46.560,00:22:48.750,"they were able to show that if an odd perfect number"
00:22:48.750,00:22:51.210,"does exist, it must be larger than 10"
00:22:51.210,00:22:53.070,"to the power of 300."
00:22:53.070,00:22:56.400,"21 years later, Pascal Ochem and Michael Rao"
00:22:56.400,00:23:00.180,"raised that lower bound to 10 to the 1,500"
00:23:00.180,00:23:02.640,"with recent progress pushing that number up to 10"
00:23:02.640,00:23:04.263,"to the 2,200."
00:23:05.220,00:23:06.810,"With numbers that large,"
00:23:06.810,00:23:10.260,"it's unlikely that a computer will find one anytime soon."
00:23:10.260,00:23:12.780,"So we'll need to get smart."
00:23:12.780,00:23:13.800,"What would a proof look like?"
00:23:13.800,00:23:15.990,"Like how could we actually prove this?"
00:23:15.990,00:23:19.050,"- I think the main idea that people have been trying"
00:23:19.050,00:23:21.270,"to approach this problem with is coming up with"
00:23:21.270,00:23:22.620,"more and more conditions"
00:23:22.620,00:23:26.520,"odd perfect numbers have to satisfy, it's called this web"
00:23:26.520,00:23:30.810,"of conditions where it has to have 10 prime factors now"
00:23:30.810,00:23:33.390,"that we know and maybe thousands"
00:23:33.390,00:23:35.100,"of non distinct prime factors"
00:23:35.100,00:23:37.650,"and has to be bigger than 10 to the 3000."
00:23:37.650,00:23:40.710,"And it has to do all these different things"
00:23:40.710,00:23:43.950,"and we hope that eventually there's just so many conditions"
00:23:43.950,00:23:47.250,"that can strain the numbers so much that they can't exist."
00:23:47.250,00:23:49.800,"- Since Euler, mathematicians have kept adding new"
00:23:49.800,00:23:51.840,"conditions to this web."
00:23:51.840,00:23:53.823,"- But so far it hasn't worked."
00:23:55.050,00:23:57.150,"- But there might be another path."
00:23:57.150,00:23:59.460,"When Descartes was looking for odd perfect numbers,"
00:23:59.460,00:24:03.783,"he came across 198,585,576,189,"
00:24:06.480,00:24:09.660,"which you can factor as 3 squared times 7 squared"
00:24:09.660,00:24:14.660,"times 11 squared times 13 squared times 22021."
00:24:15.300,00:24:17.040,"Put this into Euler sigma function"
00:24:17.040,00:24:20.850,"and you find it is equal to two times the original number."
00:24:20.850,00:24:23.250,"In other words, it is perfect."
00:24:23.250,00:24:28.250,"That is if 22021 were prime, but it's not"
00:24:28.290,00:24:31.800,"because it is equal to 19 squared times 61."
00:24:31.800,00:24:34.980,"And filling that in shows that it is not perfect."
00:24:34.980,00:24:36.990,"Numbers like this that are very close"
00:24:36.990,00:24:40.530,"to being odd perfect numbers are called spoofs."
00:24:40.530,00:24:43.590,"Spoofs are a larger group of numbers."
00:24:43.590,00:24:47.070,"So odd perfect numbers share all properties of spoofs"
00:24:47.070,00:24:48.900,"and then a few extra ones."
00:24:48.900,00:24:51.270,"And the goal is to find properties of spoofs"
00:24:51.270,00:24:54.393,"that ultimately prevent them from being odd perfect numbers."
00:24:55.320,00:24:56.580,"For example, one condition"
00:24:56.580,00:25:01.170,"of odd perfect numbers is that they can't be divided by 105."
00:25:01.170,00:25:04.890,"So if you find that spoofs must be divisible by 105,"
00:25:04.890,00:25:05.940,"then this would prove"
00:25:05.940,00:25:08.640,"that odd perfect numbers can't exist."
00:25:08.640,00:25:12.000,"In 2022 Pace Nielsen and a team at BYU"
00:25:12.000,00:25:15.840,"found 21 spoof numbers including Descartes number,"
00:25:15.840,00:25:18.690,"and while they discovered some new properties of spoofs,"
00:25:18.690,00:25:23.100,"they didn't find any that rule out odd, perfect numbers."
00:25:23.100,00:25:26.763,"So how large would an odd perfect number have to be?"
00:25:27.720,00:25:28.670,"- They don't exist."
00:25:29.700,00:25:31.670,"- You don't think odd perfect numbers exist?"
00:25:31.670,00:25:34.413,"- No, they don't exist."
00:25:36.120,00:25:36.953,"I wish they did."
00:25:36.953,00:25:38.790,"That'd be really cool if if there was just"
00:25:38.790,00:25:42.540,"this one gigantic odd, perfect number out in the universe."
00:25:42.540,00:25:44.820,"They don't exist. No."
00:25:44.820,00:25:47.850,"- How are you convinced that they don't exist?"
00:25:47.850,00:25:51.270,"- There is something called a heuristic argument"
00:25:51.270,00:25:53.640,"where it's not a proof."
00:25:53.640,00:25:55.770,"So if we had a proof, we'd be done."
00:25:55.770,00:25:58.290,"It's just an argument from, okay,"
00:25:58.290,00:26:02.310,"we think primes occur this often of this type."
00:26:02.310,00:26:05.130,"And you put that those pieces of information together"
00:26:05.130,00:26:07.380,"and you think, okay, on average"
00:26:07.380,00:26:09.780,"how many numbers should be perfect."
00:26:09.780,00:26:12.720,"- This argument, which was made by Carl Pomerance predicts"
00:26:12.720,00:26:14.910,"that between 10 to the 2,200"
00:26:14.910,00:26:17.550,"and infinity, there are no more than 10"
00:26:17.550,00:26:20.570,"to the negative 540 perfect numbers"
00:26:20.570,00:26:23.350,"of the form N equals pm squared"
00:26:24.570,00:26:25.800,"- With odd perfect numbers"
00:26:25.800,00:26:30.030,"the heuristic says we shouldn't expect any."
00:26:30.030,00:26:33.540,"We've searched high enough now that we think"
00:26:33.540,00:26:36.660,"we have enough evidence they shouldn't exist anymore."
00:26:36.660,00:26:40.440,"- My understanding is this heuristic argument."
00:26:40.440,00:26:41.820,"It also predicts"
00:26:41.820,00:26:46.083,"that there are no large perfect numbers even or odd."
00:26:46.920,00:26:48.750,"So..."
00:26:48.750,00:26:49.713,"That's true."
00:26:51.660,00:26:53.310,"So there's a downside."
00:26:53.310,00:26:54.630,"Yeah, there's a downside"
00:26:54.630,00:26:57.510,"because it says there shouldn't be large,"
00:26:57.510,00:26:59.790,"even perfect numbers and we actually expect there"
00:26:59.790,00:27:01.320,"to be infinitely many."
00:27:01.320,00:27:03.780,"And so, okay, so..."
00:27:03.780,00:27:05.670,"why do I believe the heuristic in this case"
00:27:05.670,00:27:06.503,"and not this case?"
00:27:06.503,00:27:07.800,"You're right."
00:27:07.800,00:27:09.990,"Am I being hypocritical about that?"
00:27:09.990,00:27:12.390,"There are other aspects you can add on"
00:27:12.390,00:27:14.130,"to the heuristic and make it stronger."
00:27:14.130,00:27:15.240,"Let me put it that way."
00:27:15.240,00:27:17.340,"But you're right, it's not a proof."
00:27:17.340,00:27:21.690,"- For now this is still the oldest unsolved problem in math."
00:27:21.690,00:27:24.450,"Euler was right when he said whether there are"
00:27:24.450,00:27:28.083,"any odd perfect numbers is a most difficult question."
00:27:29.130,00:27:32.880,"So are there any applications of this problem?"
00:27:32.880,00:27:35.643,"- I can say no."
00:27:37.560,00:27:38.910,"- Now, many people may think"
00:27:38.910,00:27:41.550,"that if there are no applications to the real world,"
00:27:41.550,00:27:44.190,"then there's no point studying it."
00:27:44.190,00:27:48.150,"Why should anyone care about some old unsolved problem?"
00:27:48.150,00:27:50.250,"But I think that's the wrong approach."
00:27:50.250,00:27:51.780,"For more than 2000 years,"
00:27:51.780,00:27:54.660,"number theory had no real world applications."
00:27:54.660,00:27:57.420,"It was just mathematicians following their curiosity"
00:27:57.420,00:27:59.941,"and solving problems they found interesting proving"
00:27:59.941,00:28:01.710,"one result after another"
00:28:01.710,00:28:04.890,"and building a foundation of useless mathematics."
00:28:04.890,00:28:07.530,"But then in the 20th century, we realized"
00:28:07.530,00:28:09.450,"that we could take this foundation"
00:28:09.450,00:28:11.730,"and base our cryptography on it."
00:28:11.730,00:28:14.340,"This is what protects everything from text messages"
00:28:14.340,00:28:16.050,"to government secrets."
00:28:16.050,00:28:17.250,"- Whenever you have a group"
00:28:17.250,00:28:20.880,"of people put their minds towards a problem,"
00:28:20.880,00:28:22.620,"something good's gonna come out of it."
00:28:22.620,00:28:25.320,"If it's only, if it's only at the beginning,"
00:28:25.320,00:28:26.790,"this doesn't work."
00:28:26.790,00:28:31.050,"Okay, well, as Edison said, I learned 999 ways"
00:28:31.050,00:28:32.460,"of not making a light bulb."
00:28:32.460,00:28:35.190,"Eventually I got a good way to do it."
00:28:35.190,00:28:36.640,"It's the same with math."
00:28:36.640,00:28:38.550,"You have a problem"
00:28:38.550,00:28:40.590,"and you throw your mind at it and others do too."
00:28:40.590,00:28:41.940,"And you come up with new ideas"
00:28:41.940,00:28:45.480,"and eventually something good comes from that process."
00:28:45.480,00:28:47.340,"- Einstein's general relativity was built"
00:28:47.340,00:28:50.820,"on non-Euclidean geometries, geometries that were developed"
00:28:50.820,00:28:53.820,"as intellectual curiosities without foresight"
00:28:53.820,00:28:55.260,"of how they would one day change"
00:28:55.260,00:28:57.390,"the way we understand the universe."
00:28:57.390,00:29:00.300,"How many people do you think are working on the problem"
00:29:00.300,00:29:02.190,"of perfect numbers right now?"
00:29:02.190,00:29:06.210,"- I'd guess around 10 people currently"
00:29:06.210,00:29:08.910,"have papers in the area, 10 to 15."
00:29:08.910,00:29:12.180,"If you're a high schooler and you just love mathematics"
00:29:12.180,00:29:14.670,"and you think, I want a problem to think about,"
00:29:14.670,00:29:16.170,"this one's a great problem to think about."
00:29:16.170,00:29:19.470,"And you can make progress. You can figure out new things."
00:29:19.470,00:29:21.210,"Yeah, don't be scared."
00:29:21.210,00:29:23.430,"Hundreds of people have thought about this problem"
00:29:23.430,00:29:25.680,"for thousands of years."
00:29:25.680,00:29:29.430,"What can I do? You can do something."
00:29:29.430,00:29:31.500,"- Why should you do math if you don't know"
00:29:31.500,00:29:33.240,"that it will lead anywhere?"
00:29:33.240,00:29:35.580,"Well, because doing the math is the only way"
00:29:35.580,00:29:37.380,"to know for sure."
00:29:37.380,00:29:41.130,"You can't tell in advance what the outcome will be."
00:29:41.130,00:29:43.890,"Like this problem might turn out to be a dud."
00:29:43.890,00:29:47.670,"We might solve it and it might not mean anything to anyone,"
00:29:47.670,00:29:50.730,"or it could turn out to be remarkably helpful."
00:29:50.730,00:29:53.530,"The only way to know for sure is to try"
00:29:59.340,00:30:01.740,"In today's world, it often feels like you've gotta choose"
00:30:01.740,00:30:04.740,"between following your curiosity and building real skills"
00:30:04.740,00:30:05.790,"you can apply."
00:30:05.790,00:30:08.220,"But the truth is it's essential to do both."
00:30:08.220,00:30:10.560,"Fortunately, there's one learning platform which allows you"
00:30:10.560,00:30:11.580,"to do just that."
00:30:11.580,00:30:14.550,"And it's this video sponsor, Brilliant."
00:30:14.550,00:30:16.380,"Brilliant will make you a better thinker"
00:30:16.380,00:30:19.290,"and problem solver by helping you build real skills"
00:30:19.290,00:30:20.490,"and everything from math"
00:30:20.490,00:30:23.640,"and data science to programming technology."
00:30:23.640,00:30:26.760,"You name it, Brilliant has thousands of lessons for you"
00:30:26.760,00:30:28.980,"to explore so you can follow your curiosity"
00:30:28.980,00:30:31.080,"wherever it leads you,"
00:30:31.080,00:30:32.970,"and you won't just learn key concepts."
00:30:32.970,00:30:34.740,"You'll actually apply that knowledge"
00:30:34.740,00:30:36.450,"to real world situations,"
00:30:36.450,00:30:39.240,"giving you real hands-on intuition."
00:30:39.240,00:30:40.710,"With Brilliant you can learn"
00:30:40.710,00:30:42.930,"by trying things out for yourself."
00:30:42.930,00:30:46.050,"That's what makes learning with brilliant just so powerful."
00:30:46.050,00:30:49.170,"And along the way, you can set goals, track your progress,"
00:30:49.170,00:30:51.240,"and level up with guided learning paths"
00:30:51.240,00:30:54.360,"that let you go deep into specific topics."
00:30:54.360,00:30:56.610,"I think that learning something new every day is one"
00:30:56.610,00:30:58.170,"of the best gifts you can give yourself."
00:30:58.170,00:31:00.420,"And Brilliant is the perfect way to do it"
00:31:00.420,00:31:01.800,"with bite-sized lessons"
00:31:01.800,00:31:03.870,"that you can do right from your phone."
00:31:03.870,00:31:05.820,"So even if you only have a few minutes,"
00:31:05.820,00:31:08.490,"you can feed your curiosity, sharpen your mind,"
00:31:08.490,00:31:10.020,"and build new skills."
00:31:10.020,00:31:12.570,"To try everything Brilliant has to offer for free,"
00:31:12.570,00:31:16.260,"for a full 30 days, visit brilliant.org/veritasium,"
00:31:16.260,00:31:17.790,"scan this QR code"
00:31:17.790,00:31:19.770,"or click the link in the description"
00:31:19.770,00:31:22.410,"and the first 200 of you will get 20% off"
00:31:22.410,00:31:24.540,"Brilliant's annual premium subscription."
00:31:24.540,00:31:27.150,"So I wanna thank Brilliant for sponsoring this video"
00:31:27.150,00:31:29.043,"and I want to thank you for watching."
